,Large Individual Contributions,Small Individual Contributions (< $200),PAC Contributions,Other,Candidate self-financing,Labor,Business,Ideological
Mike Kelly,0.32010635930599113,0.017460899549068033,0.6607936262358151,0.0016391149091257702,0.0,0.034920854792683614,0.8760519179988487,0.0890272272084676
Scott Perry,0.46454050345679043,0.1510560940649923,0.3662448733463011,0.018158529131916134,0.0,0.01427959445951735,0.6790946737112666,0.30662573182921604
Glenn Thompson,0.48928585828331816,0.04853943230384646,0.46298037600654324,-0.0008056665937078807,0.0,0.0384295243406066,0.8622309728883794,0.099339502771014
Ryan Costello,0.40654336133289537,0.010143602967849292,0.8723513449696504,-0.28903830927039503,0.0,0.08161356870335522,0.7584259427946802,0.1599604885019645
Patrick Meehan,0.27310628648387714,0.00510115085208488,0.8871844486903327,-0.16539188602629476,0.0,0.0866636953399693,0.8621799633536374,0.05115634130639331
Mary Gay Scanlon,0.5812599690656871,0.1440590410362995,0.26969494658997534,0.004986043308038088,0.0,0.26435473167994733,0.6034625074855549,0.13218276083449776
Brian Fitzpatrick,0.4090169051453218,0.030059010756959863,0.44211660743126446,0.11880747666645385,0.0,0.17472084610740712,0.5041825322226229,0.32109662166997005
Bill Shuster,0.40742956488221665,0.0014253650741390595,0.7132848040022646,-0.12213973395862025,0.0,0.1264407835663631,0.8476565697287326,0.025902646704904313
Tom Marino,0.4323100342509197,0.01365089432956996,0.5155537232018267,0.038485348217683624,0.0,0.04869996079028798,0.7702360824253079,0.181063956784404
Lou Barletta,0.4983410836368388,0.3554967853948372,0.12129568162862346,0.024866449339700496,0.0,0.06859220220981212,0.5977410301405569,0.33366676764963105
Keith J Rothfus,0.446459133681871,0.038737396289376516,0.3993682807090334,0.11543518931971902,0.0,0.0,0.6397847633528123,0.3602152366471877
Brendan Boyle,0.2653786302191724,0.017641684861438505,0.7123146647304361,0.004665020188952918,0.0,0.2953016243401005,0.5818818865969296,0.1228164890629699
Mike Doyle,0.19421614894587036,0.004870469919695495,0.7977242762905121,0.00318910484392205,0.0,0.2699116357351701,0.7009223629562531,0.02916600130857683
Susan Wild,0.5760400025538321,0.12234048897467145,0.2941004371683614,0.007501531246908565,1.754005622640424e-05,0.21882907819414796,0.16644977756256998,0.6147211442432821
Charlie Dent,0.3800589052600617,0.011922316269385133,0.7267620297158073,-0.1187432512452541,0.0,0.07587408403930278,0.8839622613978925,0.040163654562804775
Lloyd Smucker,0.30838977298047976,0.011923577176791256,0.6353897315251918,0.04429691831753714,0.0,0.010255379459295373,0.6453905145944305,0.34435410594627414
Matt Cartwright,0.5016576817326186,0.04941873687364355,0.43375094255219976,0.015172638841538145,0.0,0.3042480076899786,0.3787177293789911,0.31703426293103026
Conor Lamb,0.45664362967733757,0.4544602881681533,0.07441325755932497,0.014482824595184145,0.0,0.5497007595234469,0.05880765223265513,0.39149158824389796
Pat Toomey,0.6076755023357336,0.1683408172007915,0.1888466412353889,0.03513703922808592,0.0,0.008129783869695824,0.823656327879132,0.16821388825117214
Bob Casey,0.5719721465702406,0.1699106331432529,0.1858145320676183,0.07230268821888812,0.0,0.09029376084464084,0.746478662342192,0.16322757681316716
David Cicilline,0.6660420881564909,0.04008153642498636,0.28139031557851824,0.012486059840004476,0.0,0.4033089667499255,0.46882375856458675,0.12786727468548775
Jim Langevin,0.5026860008226676,0.02859958901853292,0.4744977455913738,-0.006047575552856392,0.00026424012028210275,0.34526134721072405,0.5988527282750573,0.055885924514218706
Sheldon Whitehouse,0.7154528238556106,0.038282408866072176,0.22354995186154042,0.02271481541677676,0.0,0.1642410121927011,0.5098805804854095,0.3258784073218894
Jack Reed,0.47415874844905764,0.03330346753285049,0.46163235123996,0.030905432778131882,0.0,0.12080514117862591,0.7151144599765749,0.16408039884479922
Mark Sanford,0.8535866412935528,0.011597752389970127,0.3504253611238579,-0.21560975480738076,0.0,0.03466204506065858,0.7374350086655113,0.22790294627383015
Joe Wilson,0.4097080820034208,0.04018164425258996,0.5332777572827783,0.01683251646121095,0.0,0.009016549877299784,0.8626478902024667,0.1283355599202336
Jeff Duncan,0.26778058085227646,0.13498427329640442,0.5972351458513191,0.0,0.0,0.004672085039423054,0.8722427690139845,0.12308514594659246
Trey Gowdy,0.2775023927406805,0.5942769052425984,0.07583222321530769,0.05238847880141348,0.0,0.047552856829321824,0.7253639622503475,0.22708318092033067
Ralph Norman,0.5406031481496463,0.0692972003820095,0.15947239850416856,0.0014061462846725818,0.22922110667950304,0.007607802562307903,0.6910420660763011,0.3013501313613909
Mick Mulvaney,0.510661190315074,0.009485209315725779,0.6086824299991197,-0.12882882962991946,0.0,0.007373532851300912,0.9309822578052532,0.06164420934344589
James E Clyburn,0.11451306715346297,0.021518822561440526,0.8627352034849093,0.0012329068001871726,0.0,0.15435657609681808,0.8290639762963581,0.016579447606823783
Tom Rice,0.4150117872313431,0.0048859820054889605,0.5826653688644081,-0.0025631381012401104,0.0,0.0033540876825601976,0.9635164702475653,0.03312944206987459
Tim Scott,0.5143001513731508,0.030087105488347587,0.4261248375728001,0.029487905565701515,0.0,0.005217623719115455,0.8778005595312353,0.11698181674964933
Lindsey Graham,0.7132197205390053,0.04417763766285524,0.18379123535342953,0.05881140644470999,0.0,0.009896935362773873,0.7713931642891271,0.21870990034809912
Kristi Noem,0.0242101440503571,0.04438526409232135,0.906871645886293,0.02453294597102853,0.0,0.0,0.8526315789473684,0.14736842105263157
John Thune,0.4190971057524869,0.07466194226408854,0.38363953322958577,0.12260141875383883,0.0,0.02195732232539574,0.8969691289861433,0.08107354868846092
Mike Rounds,0.5796576182991445,0.0404598372905609,0.35820973753815655,0.02010051897457804,0.0015722878975600136,0.007952611524015751,0.7465843533504353,0.245463035125549
Phil Roe,0.8558349207058548,0.08586056072886933,0.05027455493053732,0.0080299636347386,0.0,0.0,-0.11267605633802817,1.1126760563380282
John J Duncan Jr.,0.1635966502480479,0.0017686124351140313,0.7198252610914108,0.07943722752314672,0.035372248702280625,0.08227848101265822,0.8037974683544303,0.11392405063291139
Chuck Fleischmann,0.5557137028134982,0.007132565300826899,0.44008246679970164,-0.0029287349140266878,0.0,0.023866392264351503,0.8597390485387343,0.11639455919691426
Scott Desjarlais,0.5857715684851869,0.01572691521388935,0.39886704493063224,-0.00036552862970847715,0.0,0.0,0.5682921192512133,0.4317078807487867
Jim Cooper,0.35643141446297294,0.028290791797394257,0.6751864663900796,-0.059908672650446866,0.0,0.11318723874392063,0.8419649874141486,0.04484777384193082
Diane Black,0.08668002983793335,0.012181044577705729,0.9616065810145731,-0.06046765543021216,0.0,0.0,0.9604864457219239,0.039513554278076075
Marsha Blackburn,0.5691517322514346,0.1088300041094785,0.1792880477782776,0.14273021586080936,0.0,0.0021987889254664575,0.6890092165068826,0.3087919945676509
David Kustoff,0.6155119312501632,0.010817555999344607,0.42677282776209213,-0.05310231501159999,0.0,0.014575033661387266,0.8508515983953582,0.13457336794325453
Steve Cohen,0.287034444133296,0.012224980511174854,0.7007405753555291,0.0,0.0,0.3193691026728327,0.6260701198534235,0.05456077747374372
Bob Corker,0.9480693300927916,0.05751171273782733,0.301719703016202,-0.3073007458468209,0.0,0.012593962769097564,0.885473651068519,0.10193238616238341
Lamar Alexander,0.5806560499617067,0.015610045084120127,0.3817825241852915,0.021303924543459318,0.0006474562254223438,0.0027054408324864243,0.8750675166631283,0.12222704250438521
Louis B Gohmert Jr.,0.7991745707988792,0.08366694532358933,0.12917096705392625,-0.012012483176394735,0.0,0.014338425067390598,0.6742309824688856,0.3114305924637238
Ted Poe,0.6206060077857184,0.039048428330718726,0.5356312823194469,-0.19528571843588402,0.0,0.03557312252964427,0.8695652173913043,0.09486166007905138
John Lee Ratcliffe,0.5704591778771293,0.03746666933980232,0.8059423805609576,-0.4138682277778892,0.0,0.01994936186978719,0.8951112426291264,0.08493939550108641
Jeb Hensarling,0.5684054314199046,0.013429017333195948,0.593417557368933,-0.17525200612203354,0.0,0.0,0.9845559845559846,0.015444015444015444
Joe Barton,0.6531408405150824,0.011986913999330244,0.6149275432836931,-0.2800552977981058,0.0,0.004557905915706088,0.9298036909922105,0.06563840309208337
John Culberson,0.4016067935232474,0.024885739801379817,0.4142516177291033,0.15925584894626946,0.0,0.026892304594653672,0.6284097201200638,0.3446979752852825
Kevin Brady,0.2823156191751723,0.004620826193518413,0.5874537730353144,0.1256097815959949,0.0,0.011059329939241002,0.9821120948037818,0.006828575256977155
Al Green,0.6572547186141006,0.018426551650912674,0.3298434831643132,-0.006238545862056044,0.0007137924327295244,0.4814091127913233,0.43491065613230256,0.08368023107637414
Michael McCaul,0.4806808668852275,0.011156423771062981,0.46697619058754203,0.04118651875616748,0.0,0.021134184668019255,0.9375298364960019,0.04133597883597884
Mike Conaway,0.38371177648857446,0.01670690095139593,0.572519042597155,0.027062279962874556,0.0,0.007918421256843496,0.9699099992239947,0.022171579519161787
Kay Granger,0.5968128753974082,0.019431651598219146,0.38710160942467603,-0.0033461364203034518,0.0,0.02390104233058451,0.9144808448466901,0.061618112822725356
Mac Thornberry,0.5069517071894434,0.012112740314362781,0.47934019819125157,0.001595354304942246,0.0,0.0227355746568065,0.962028558913179,0.015235866430014596
Randy Weber,0.5968851692694416,0.027000436550197477,0.4082491246460273,-0.03213473046566642,0.0,0.011318216507780466,0.8696723538009805,0.11900942969123905
Vicente Gonzalez,0.4561893575304085,0.008631236543506119,0.5360723714186932,-0.0008929654926078485,0.0,0.19872365854483545,0.7136194766098026,0.08765686484536199
Beto O'Rourke,0.5472479436272523,0.46672387037873,0.0010564863591633513,-0.015028300365145622,0.0,0.07532048867933056,-0.022596146603799164,0.9472756579244687
Bill Flores,0.2589041333260003,0.0074864408554597825,0.7460554359757499,-0.012446010157209985,0.0,0.01625474435350818,0.960834193480222,0.02291106216626978
Sheila Jackson Lee,0.6251856149767913,0.010463184988010648,0.36366373715819345,0.0006874628770046418,0.0,0.46160919540229883,0.4781609195402299,0.06022988505747127
Jodey Arrington,0.599225260526503,0.01947191257664324,0.3660816388505219,0.015221188046331798,0.0,0.0038278903921865103,0.9028251745039533,0.09334693510386023
Joaquin Castro,0.35146450659281436,0.08904114705898047,0.5659521560717392,-0.006457809723534026,0.0,0.2558563185346039,0.7012993779435106,0.042844303521885486
Lamar Smith,0.6365889047345381,0.03224353107284505,0.47544042627161337,-0.14427286207899648,0.0,0.014522821576763486,0.9771784232365145,0.008298755186721992
Pete Olson,0.3535682065914023,0.015368588457772586,0.6310638572678224,-6.523169973587684e-07,0.0,0.0025359727737963005,0.9138682207107824,0.08359580651542126
Will Hurd,0.27195474545782033,0.0715052644136863,0.36513638819816935,0.291403601930324,0.0,0.015198468413651998,0.6963854373516511,0.28841609423469683
Kenny Marchant,0.20967434512858368,0.0025020554328846647,0.7094546682151736,0.07836893122335811,0.0,0.00839927699023668,0.9632671619626982,0.028333561047065067
Roger Williams,0.18729555219216873,0.004802387462161898,0.33456632653061225,0.4733357338150571,0.0,0.014148558033733813,0.9556337732469936,0.030217668719272527
Michael Burgess,0.31424045241376014,0.018685979537363888,0.6610501522891191,0.0060234157597568155,0.0,0.008021897998892979,0.9327943212092744,0.05918378079183264
Blake Farenthold,0.6218564880070501,0.025510681877666867,0.45907221223043176,-0.10643938211514865,0.0,0.07378817118855716,0.7474174140084004,0.17879441480304234
Michael Cloud,0.6809360907891379,0.056643270699488546,0.2698486442538973,-0.007428005742523712,0.0,0.004986113673419526,0.5400310136270486,0.4549828726995318
Henry Cuellar,0.3079279409811521,0.0035214498738242715,0.6660871035123942,0.014313398775672836,0.008150106856956569,0.0456446837049383,0.9218210511473537,0.032534265147708005
Gene Green,0.16840365033909144,0.023500073785269894,0.8774031006922983,-0.06930682481665965,0.0,0.20660944910991108,0.7702913578219001,0.023099193068188816
Eddie Bernice Johnson,0.3437993985708731,0.0071514964408604465,0.6490491049882665,0.0,0.0,0.2645946503472461,0.6543354191019735,0.08106993055078045
John Carter,0.4413980163176566,0.01660460578478367,0.5548125831943627,-0.012815205296802941,0.0,0.03507913853653843,0.7060067512307766,0.25891411023268496
Pete Sessions,0.5368868511370422,0.02059997700206249,0.4377673238099705,0.004745848050924796,0.0,0.0159329686352684,0.776703541625791,0.2073634897389406
Marc Veasey,0.400377788699103,0.01354088308944231,0.5862418048270028,-0.00016047661554817808,0.0,0.23200803829353728,0.7432793260486298,0.024712635657832917
Filemon Vela,0.40159822651299676,0.0039545478698858666,0.6188718258507359,-0.024424600233618504,0.0,0.16154131159688773,0.7983060392738052,0.040152649129307154
Lloyd Doggett,0.4791967855647982,0.029004666954075272,0.3907012262070041,0.10109732127412238,0.0,0.4277885805197101,0.5365623711036474,0.035649048376642505
Brian Babin,0.5058712131020755,0.03065080524179696,0.48087065204819196,-0.017392670392064453,0.0,0.04240637214388572,0.9003775069384043,0.05721612091770999
John Cornyn,0.4849515762415125,0.04383628710251366,0.24754683104377728,0.2236653056121965,0.0,0.0034520922817493113,0.8872439959746512,0.1093039117435995
Ted Cruz,0.4285655199585054,0.3123334486059947,0.034866084128775086,0.22401400558416948,0.00022094172255534834,0.002439920019421763,0.696852137186943,0.3007079427936352
Rob Bishop,0.5188090988493526,0.013985831044274822,0.4799216867724064,-0.012716616666033747,0.0,0.060930707858146346,0.8777904088102322,0.06127888333162147
Chris Stewart,0.3936232982435907,0.03504992642584044,0.5630426029909518,0.008284172339617086,0.0,0.02741172966186718,0.896749151606967,0.07583911873116586
John Curtis,0.6038662054969735,0.03727219595133096,0.3182420778035951,0.02442069768978865,0.016198823058311874,0.010312680471908258,0.6447281577427605,0.34495916178533126
Mia Love,0.35816569681190735,0.4194311204853175,0.19346190966003945,0.02894127304273565,0.0,0.0054052690562760575,0.6835773512019516,0.3110173797417723
Orrin G Hatch,0.6059791373692076,0.009508163529186533,0.6798804012152327,-0.29536770211362684,0.0,0.004167050156065087,0.9196665200348147,0.07616642980912011
Mike Lee,0.6339969635441784,0.14295993105066232,0.22645667958281882,-0.0034135741776596144,0.0,0.002190628491314158,0.7856104916500544,0.21219887985863145
Peter Welch,0.1553709471641032,0.0663162306144743,0.7530157197037856,0.025297102517636925,0.0,0.19314785008047827,0.7746608415727754,0.032191308346746376
Bernie Sanders,0.22810746120657022,0.7554535132079813,0.015014112212500392,0.0014249133729480785,0.0,0.5909065570044726,0.04931368218832681,0.35977976080720064
Patrick Leahy,0.5996165135561081,0.03367487805564196,0.32150343362849054,0.045205174759759346,0.0,0.10428949126862581,0.6389872184812934,0.25672329025008084
Rob Wittman,0.460014181148081,0.08343392254159117,0.45805430015648163,-0.0015024038461538462,0.0,0.08204634524555103,0.8556955205430374,0.062258134211411555
Scott Taylor,0.4557822823923563,0.21130479058728718,0.2535306899101986,0.07938223711015792,0.0,0.0343288538642603,0.6409990719036104,0.3246720742321293
Bobby Scott,0.23368584396943012,0.06086511230942313,0.7133010047716957,-0.00785196105054894,0.0,0.41038901413514034,0.5173890163007816,0.07222196956407807
Donald McEachin,0.39254035147406824,0.04810834806255833,0.5561110651530811,0.003240235310292437,0.0,0.2467454076805116,0.6389482527978074,0.11430633952168097
Tom Garrett,0.3858817391811927,0.07028850152860572,0.5475983743515282,-0.00376861506132664,0.0,0.006987509826185693,0.6497510699624421,0.3432614202113722
Bob Goodlatte,0.4171664270868622,0.015961050732931085,0.6778811378972524,-0.11100861571704557,0.0,0.03235664209958655,0.9462520222901313,0.02139133561028222
Dave Brat,0.632611596615216,0.2224287467641043,0.13792289757159207,0.006885495956888809,0.00015126309219878754,0.0,0.5193608878510992,0.48063911214890076
Don Beyer,0.5750347000878027,0.060360111136503046,0.36436367135348385,0.00024151742221046175,0.0,0.09140443239162656,0.8622173531643689,0.04637821444400459
Morgan Griffith,0.38482607481253894,0.06456481103495693,0.5449532690200459,0.003765979846593473,0.0018898652858646843,0.0,0.9168455065179277,0.08315449348207228
Barbara Comstock,0.42747163688944595,0.1861827463763149,0.2879146085017888,0.09843100823245038,0.0,0.028339530243946677,0.7210580523131535,0.2506024174428999
Gerry Connolly,0.41399285734371927,0.13731577309121093,0.4399899541244816,0.008701415440588247,0.0,0.23162216028474084,0.7126793279427871,0.05569851177247204
Tim Kaine,0.44170619658373406,0.13357314172133655,0.1306435991618675,0.29407706253306193,0.0,0.09187743347490525,0.7362396696759907,0.171882896849104
Mark Warner,0.6118332977237098,0.09335407190916527,0.233935179934109,0.05716848099896864,0.0037089694340473136,0.055852192757087644,0.8153375000353088,0.1288103072076035
Suzan DelBene,0.3965562871113303,0.0726059999610386,0.5313004983733615,-0.0004627854457303291,0.0,0.08919031250501695,0.889849964056304,0.020959723438678985
Rick Larsen,0.20647898570686343,0.05740268706783225,0.7346633842548844,0.0014549429704199372,0.0,0.25048842578888164,0.7290864957669765,0.02042507844414185
Jaime Herrera Beutler,0.4667888389779508,0.1518296776025232,0.38319292578522895,-0.0018114423657029552,0.0,0.01593210028532943,0.6666116285020446,0.31745627121262593
Dan Newhouse,0.3395514209657406,0.0554607930823591,0.6148297280385759,-0.009841942086675552,0.0,0.10429152481352533,0.813561041258013,0.08214743392846173
Cathy McMorris Rodgers,0.3754013195499698,0.1118628365548029,0.37966405613202375,0.13307178776320353,0.0,0.0035726614586194254,0.8310966239688964,0.16533071457248416
Derek Kilmer,0.4217697296395364,0.06068765781242817,0.5166768256865426,0.0008657868614928311,0.0,0.12140575602266568,0.8573788946925655,0.021215349284768852
Pramila Jayapal,0.6442721913035012,0.19746576180690492,0.15807597346201668,0.00018607342757717384,0.0,0.6457061268079771,0.16217816265409885,0.19211571053792398
Dave Reichert,0.22503212199947276,0.06634350708108994,0.8099968887379438,-0.10137251781850655,0.0,0.11636927851047324,0.8231186966640807,0.060512024825446084
Adam Smith,0.39801148076720433,0.02657040191171676,0.5727979225143687,0.0026201948067102448,0.0,0.16896058901011143,0.6983465742118167,0.13269283677807184
Dennis Heck,0.4254964411747114,0.05862778375899675,0.5304905097992304,-0.014614734732938573,0.0,0.14865738292496622,0.8196133732886773,0.03172924378635643
Maria Cantwell,0.7151447282184308,0.25535253443760153,0.004834030228930353,0.024668707115037356,0.0,0.04900039200313602,0.30862896903175224,0.6423706389651117
Patty Murray,0.5268126256875374,0.15240673931052556,0.27507902239248266,0.04570161260945438,0.0,0.07194675405721197,0.8032854100712589,0.12476783587152916
David McKinley,0.35313224260517734,0.016351920231501487,0.7155448403189693,-0.08502900315564808,0.0,0.2917496350943625,0.6400491515069554,0.06820121339868214
Alex Mooney,0.4868270719132088,0.08960533248192622,0.41931019678074394,0.0042573988241210465,0.0,0.01899354472726536,0.6492462095215906,0.33176024575114405
Evan Jenkins,0.8843014834576889,0.026704842703850006,0.292264220458955,-0.20327054662049387,0.0,0.0920587968971658,0.7564214783737285,0.15151972472910566
Joe Manchin,0.6007923709338698,0.04188116846553968,0.3132268284459544,0.04409963215463606,0.0,0.09775406229966346,0.7350343104899427,0.16721162721039384
Shelley Moore Capito,0.5573931697313392,0.044988544467392734,0.3447333791469034,0.05288490665436463,0.0,0.03761792637339554,0.7835304723513234,0.178851601275281
Paul Ryan,0.09741538047657047,0.09941046068097595,0.04787101857115072,0.7553031402713029,0.0,0.02500535829106237,0.9718511109523469,0.003143530756590698
Mark Pocan,0.24621018534853564,0.1581218888054286,0.6016952543427139,-0.006027328496678058,0.0,0.39221556886227543,0.5669910179640718,0.0407934131736527
Ron Kind,0.1243339599908598,0.08511766274053609,0.7772197871441727,0.013328590124431335,0.0,0.03758935825776944,0.937112725195061,0.025297916547169633
Gwen Moore,0.22546867083262961,0.04070837455063093,0.737632156730282,-0.0038092021135425966,0.0,0.19183692345638412,0.7750837581188852,0.03307931842473074
Jim Sensenbrenner,0.3150134993694652,0.15623721650618827,0.5056973827868229,0.018255887107467395,0.004796014230056339,0.0,0.8466661877443786,0.15333381225562134
Glenn S Grothman,0.559036882433065,0.10252846769939959,0.32924634697835364,0.0024647619986192908,0.0067235408905624554,0.0200031389541128,0.7085973491224776,0.2713995119234095
Sean P Duffy,0.4556980088890216,0.06471297354118079,0.4003544325221707,0.07923458504762687,0.0,0.02562648206487942,0.9213916204820513,0.05298189745306937
Mike Gallagher,0.6690255459670866,0.012040507504551575,0.3205880964390696,-0.001654149910707852,0.0,0.023211267346687856,0.764518245549929,0.21227048710338323
Tammy Baldwin,0.527401480024664,0.3552570547009483,0.0763232625219089,0.041018202752478736,0.0,0.12783924770170063,0.5908483341972091,0.2813124181010903
Ron Johnson,0.700892804450377,0.15654091871006665,0.14201903699318644,0.000547239846369858,0.0,0.012945509202857529,0.7603558825443454,0.2266986082527971
Liz Cheney,0.37313300367693675,0.010386481782449832,0.5756699747570801,0.040810539783533314,0.0,0.004208904779842713,0.8870245778994619,0.1087665173206954
John A Barrasso,0.4795909007956513,0.02445428442797091,0.4619585944825611,0.03399622029381667,0.0,0.004639482672375761,0.8740925945139945,0.12126792281362973
Mike Enzi,0.382851568783972,0.014047993434523409,0.5712975261233258,0.031802911658178785,0.0,0.006839592852716663,0.80186976229679,0.19129064485049335
